date,time,location_X,location_Y,lat,lon,mag,place,type
2019-12-31,18:15:38,261422.39051792747,593017.9347977734,53.313,6.984,0.9,Farmsum,induced earthquake
2019-12-12,16:27:42,247905.08471440765,588729.5664804314,53.277,6.78,0.6,Overschild,induced earthquake
2019-12-07,00:36:27,237914.2783368973,595448.1808463287,53.339,6.632,0.5,Middelstum,induced earthquake
2019-12-03,19:23:55,246576.22535337636,591932.2861510747,53.306,6.761,1.9,Garrelsweer,induced earthquake
2019-11-30,18:55:38,251096.3278400006,602596.4667218272,53.401,6.832,1.4,Spijk,induced earthquake
2019-11-29,19:20:57,256553.7458925085,586789.5326054634,53.258,6.909,0.4,Siddeburen,induced earthquake
2019-11-28,23:50:00,242854.29722034847,587632.6598190776,53.268,6.704,0.5,Ten Boer,induced earthquake
2019-11-10,21:10:06,249868.25862763743,573740.0785257752,53.142,6.805,0.8,Sappemeer,induced earthquake
2019-11-09,23:47:21,262519.68209254695,585694.7411895077,53.247,6.998,0.5,Nieuwolda,induced earthquake
2019-10-28,17:38:33,245690.7904726938,592917.339023243,53.315,6.748,1.2,Garrelsweer,induced earthquake
2019-10-22,00:42:05,253352.01848949696,593179.6386839492,53.316,6.863,0.8,Appingedam,induced earthquake
2019-10-20,03:36:42,239314.22331709976,584007.1893911706,53.236,6.65,0.9,Harkstede,induced earthquake
2019-10-18,00:35:54,253352.01848949696,593179.6386839492,53.316,6.863,0.5,Appingedam,induced earthquake
2019-10-08,18:19:31,248006.252617685,586950.42473652,53.261,6.781,0.4,Overschild,induced earthquake
2019-10-06,20:17:00,256523.96265487175,591353.1991468109,53.299,6.91,1.6,Meedhuizen,induced earthquake
2019-10-06,01:33:26,244691.18981687515,592898.5431082104,53.315,6.733,1,Loppersum,induced earthquake
2019-09-20,22:59:30,255338.3363915576,574630.0455639219,53.149,6.887,0.4,Muntendam,induced earthquake
2019-09-09,07:45:22,246031.45144123904,596040.7520436273,53.343,6.754,1.5,Zeerijp,induced earthquake
2019-08-31,04:16:04,256144.8795526347,577652.5312264841,53.176,6.9,0.4,Zuidbroek,induced earthquake
2019-08-28,14:38:53,238386.31509757915,595122.4211106718,53.336,6.639,0.4,Westerwijtwerd,induced earthquake
2019-08-21,03:40:34,254910.64845038703,588758.8943760509,53.276,6.885,0.6,Tjuchem,induced earthquake
2019-08-18,01:07:35,250068.0531323715,587324.7412378241,53.264,6.812,1,Hellum,induced earthquake
2019-08-12,04:23:06,244226.77857570403,592778.5630766046,53.314,6.726,1,Stedum,induced earthquake
2019-08-06,23:56:12,252270.56349383044,584029.2193522082,53.234,6.844,1,Hellum,induced earthquake
2019-08-04,10:59:04,239783.38294423645,591473.4931448501,53.303,6.659,0.5,Sint Annen,induced earthquake
2019-08-03,20:03:52,252468.6218701318,597280.593323618,53.353,6.851,1.1,Krewerd,induced earthquake
2019-08-03,11:11:56,247870.5059463398,593960.933742236,53.324,6.781,1.3,Wirdum,induced earthquake
2019-07-28,04:36:27,260019.6104371216,590092.503975513,53.287,6.962,0.6,Farmsum,induced earthquake
2019-07-21,08:48:57,241063.00593637023,587043.6566691938,53.263,6.677,0.3,Garmerwolde,induced earthquake
2019-07-20,07:40:47,253859.5044145192,587957.8824916875,53.269,6.869,1.1,Tjuchem,induced earthquake
2019-07-20,07:35:45,253859.5044145192,587957.8824916875,53.269,6.869,0.8,Tjuchem,induced earthquake
2019-07-14,06:54:39,238615.61301857472,585775.9911212,53.252,6.64,1.2,Thesinge,induced earthquake
2019-07-12,16:53:19,249569.83519762897,595663.9787072914,53.339,6.807,0.8,Oosterwijtwerd,induced earthquake
2019-07-11,16:45:44,246808.755257395,593717.8475552603,53.322,6.765,0.6,Garrelsweer,induced earthquake
2019-07-07,22:13:31,255584.6241540324,588438.9938764848,53.273,6.895,0.4,Tjuchem,induced earthquake
2019-07-07,15:39:42,255382.18926680868,588546.0815964255,53.274,6.892,1.1,Tjuchem,induced earthquake
2019-07-06,01:48:41,247872.7890916945,590398.7310727325,53.292,6.78,0.9,Garrelsweer,induced earthquake
2019-07-03,01:38:57,242486.48893833812,582171.527470108,53.219,6.697,1,Harkstede,induced earthquake
2019-06-30,14:17:18,246788.42639820336,573791.7743657557,53.143,6.759,1.1,Hoogezand,induced earthquake
2019-06-29,22:04:22,238173.47125545103,584321.2564268524,53.239,6.633,0.7,Groningen,induced earthquake
2019-06-25,16:09:31,240800.87976061983,583031.6702525939,53.227,6.672,0.9,Harkstede,induced earthquake
2019-06-14,14:39:10,233594.92851494413,590700.2642752795,53.297,6.566,0.9,Bedum,induced earthquake
2019-06-13,13:37:35,251379.7294028258,591803.7322635639,53.304,6.833,1.9,Appingedam,induced earthquake
2019-06-09,05:34:30,246810.88567064088,593606.5682031136,53.321,6.765,0.9,Garrelsweer,induced earthquake
2019-06-09,05:00:15,246946.28005964425,593497.8420184911,53.32,6.767,2.5,Garrelsweer,induced earthquake
2019-06-02,18:54:17,258357.38827943435,589833.7748995447,53.285,6.937,0.6,Meedhuizen,induced earthquake
2019-05-28,14:20:20,244949.19215473632,596910.8780019007,53.351,6.738,1.1,Zeerijp,induced earthquake
2019-05-24,14:48:21,237213.86128860235,597439.8035238645,53.357,6.622,0.8,Kantens,induced earthquake
2019-05-23,02:10:37,240396.2662035582,583247.0944993474,53.229,6.666,1.1,Groningen,induced earthquake
2019-05-23,01:52:08,240329.49234139756,583245.9092016036,53.229,6.665,0.9,Groningen,induced earthquake
2019-05-22,03:49:00,239267.87510303548,594247.306009026,53.328,6.652,3.4,Westerwijtwerd,induced earthquake
2019-05-20,00:49:42,240195.94458209092,583243.5413875625,53.229,6.663,0.5,Groningen,induced earthquake
2019-05-19,22:42:11,248764.91539176,592531.1651269777,53.311,6.794,1,Wirdum,induced earthquake
2019-05-19,17:38:33,248762.7402955372,592642.4434837978,53.312,6.794,0.8,Wirdum,induced earthquake
2019-05-19,03:47:22,245086.8501457029,593128.595845288,53.317,6.739,0.6,Loppersum,induced earthquake
2019-05-18,15:13:35,257602.45628671383,590819.5093520981,53.294,6.926,0.8,Meedhuizen,induced earthquake
2019-05-11,13:27:30,251364.08211695976,592582.6737652528,53.311,6.833,1.3,Appingedam,induced earthquake
2019-05-11,10:26:39,237147.28478089065,597438.6614284503,53.357,6.621,0.5,Kantens,induced earthquake
2019-05-11,02:01:16,237282.34912663675,597329.6630171177,53.356,6.623,0.5,Kantens,induced earthquake
2019-05-08,08:50:22,245452.93969981448,605492.1643152244,53.428,6.748,1,Uithuizermeeden,induced earthquake
2019-05-05,08:01:51,244884.8536618064,593236.1249214979,53.318,6.736,0.9,Loppersum,induced earthquake
2019-05-03,18:21:18,243194.3997800896,594540.5601279284,53.33,6.711,1,Loppersum,induced earthquake
2019-04-25,19:27:06,244318.27790576813,591444.447666446,53.302,6.727,1.8,Ten Post,induced earthquake
2019-04-21,21:55:41,246235.47783776463,595821.9905291346,53.341,6.757,0.9,Zeerijp,induced earthquake
2019-04-16,02:15:07,240865.66977816727,583144.1397932661,53.228,6.673,0.9,Harkstede,induced earthquake
2019-04-15,07:03:43,235632.39363752247,588507.8082015949,53.277,6.596,1.6,Noordwolde,induced earthquake
2019-04-10,04:40:10,251416.1161824893,576665.0110342844,53.168,6.829,1.4,Zuidbroek,induced earthquake
2019-04-09,19:26:30,251733.113967121,600716.7594013045,53.384,6.841,1.4,Spijk,induced earthquake
2019-04-07,07:07:33,246013.43106941777,593480.0478761462,53.32,6.753,0.9,Garrelsweer,induced earthquake
2019-03-30,01:51:36,254204.4853078728,593865.1418010332,53.322,6.876,0.5,Appingedam,induced earthquake
2019-03-29,13:37:20,239320.7910629312,598812.2373235556,53.369,6.654,1.5,Kantens,induced earthquake
2019-03-17,19:11:41,237348.92715824777,597330.8069817941,53.356,6.624,0.8,Kantens,induced earthquake
2019-03-11,23:00:36,246712.87106613547,598725.4580401863,53.367,6.765,0.4,'t Zandt,induced earthquake
2019-03-04,15:11:04,256823.00770108256,586683.9078878628,53.257,6.913,0.8,Wagenborgen,induced earthquake
2019-03-02,11:37:12,252678.84944834537,593499.8523107984,53.319,6.853,0.4,Appingedam,induced earthquake
2019-02-28,23:16:07,237613.32009767648,597446.6755253995,53.357,6.628,1.6,Toornwerd,induced earthquake
2019-02-24,19:38:53,246506.1253045251,595604.5088229473,53.339,6.761,0.4,Loppersum,induced earthquake
2019-02-22,23:55:33,236371.44029773487,599985.6969054302,53.38,6.61,0.8,Rottum,induced earthquake
2019-02-19,12:15:27,251808.84213400292,590365.1835686127,53.291,6.839,1.6,Appingedam,induced earthquake
2019-02-16,19:22:59,245263.24192435556,597918.669620424,53.36,6.743,1.4,Zeerijp,induced earthquake
2019-02-10,10:12:50,240068.0480488431,601719.7431603682,53.395,6.666,0.3,Zandeweer,induced earthquake
2019-02-09,20:54:13,245953.2332857545,600158.1534382908,53.38,6.754,0.9,'t Zandt,induced earthquake
2019-02-07,13:33:16,243353.21474549003,596769.8628643448,53.35,6.714,0.7,Westeremden,induced earthquake
2019-02-01,20:41:02,244442.53413253537,584767.7509590844,53.242,6.727,1,Luddeweer,induced earthquake
2019-01-19,00:00:54,258976.69792750335,576599.6161470116,53.166,6.942,0.6,Meeden,induced earthquake
2019-01-09,02:44:36,258025.1596606908,567896.2554776177,53.088,6.925,1,Veendam,induced earthquake
2019-01-07,11:12:49,253821.736199455,570257.3541022411,53.11,6.863,1.3,Veendam,induced earthquake
2018-12-23,23:16:03,244649.01853404604,584437.6501371226,53.239,6.73,1.3,Lageland,induced earthquake
2018-12-23,15:08:05,237485.9151089161,597110.5308615016,53.354,6.626,0.5,Kantens,induced earthquake
2018-12-22,04:54:11,247621.11700952868,589614.6328844933,53.285,6.776,1.2,Garrelsweer,induced earthquake
2018-12-19,18:55:17,233730.0937805629,590591.1675322873,53.296,6.568,1,Bedum,induced earthquake
2018-12-17,14:08:59,250906.49472621057,588788.5742078351,53.277,6.825,0.4,Overschild,induced earthquake
2018-12-11,20:50:10,237033.10116512945,588531.5320114833,53.277,6.617,0.6,Bedum,induced earthquake
2018-12-05,06:40:01,251126.221995838,594470.3854906027,53.328,6.83,0.4,Oosterwijtwerd,induced earthquake
2018-12-02,10:09:38,246828.6260926351,585703.2780592397,53.25,6.763,0.9,Overschild,induced earthquake
2018-11-29,02:54:18,237278.52642991,597552.2301105474,53.358,6.623,0.9,Kantens,induced earthquake
2018-11-25,19:37:37,243414.45090611704,600667.195025384,53.385,6.716,1.6,Eppenhuizen,induced earthquake
2018-11-25,09:29:48,239641.77542658433,599485.8091858774,53.375,6.659,0.6,Kantens,induced earthquake
2018-11-16,01:40:27,253102.15112569815,585827.2467636701,53.25,6.857,0.8,Hellum,induced earthquake
2018-11-09,15:41:12,241055.2834573664,598620.4544647629,53.367,6.68,1.6,Eppenhuizen,induced earthquake
2018-11-07,00:23:25,251908.08968060263,582129.4704283387,53.217,6.838,0.8,Schildwolde,induced earthquake
2018-10-29,15:37:45,240485.03954643116,600725.2997636346,53.386,6.672,0.8,Zandeweer,induced earthquake
2018-10-23,14:10:53,251459.8058816956,591137.4091291727,53.298,6.834,0.8,Appingedam,induced earthquake
2018-10-20,04:53:25,254135.55733808584,593975.0408963899,53.323,6.875,0.8,Appingedam,induced earthquake
2018-10-16,10:31:37,253164.3439944988,586051.1589945394,53.252,6.858,1.1,Siddeburen,induced earthquake
2018-10-14,12:15:20,249066.39588876284,590755.9360529335,53.295,6.798,0.6,Garrelsweer,induced earthquake
2018-10-10,14:00:49,244558.0046544225,596458.2702688351,53.347,6.732,0.5,Loppersum,induced earthquake
2018-10-10,07:50:43,244691.18597038425,596460.7611890775,53.347,6.734,0.5,Loppersum,induced earthquake
2018-09-26,15:49:55,250930.84213229304,584224.9408279271,53.236,6.824,0.8,Schildwolde,induced earthquake
2018-09-20,20:24:52,246683.41383016808,575793.4202744386,53.161,6.758,0.5,Hoogezand,induced earthquake
2018-09-18,02:23:00,233594.92851494413,590700.2642752795,53.297,6.566,0.7,Bedum,induced earthquake
2018-09-17,17:29:25,243223.05819828063,600218.3811223586,53.381,6.713,0.6,Startenhuizen,induced earthquake
2018-09-17,14:01:36,249381.7791329499,578071.8338297154,53.181,6.799,1.2,Sappemeer,induced earthquake
2018-09-15,06:32:19,249381.7791329499,578071.8338297154,53.181,6.799,0.5,Sappemeer,induced earthquake
2018-09-14,21:07:03,252406.34552855656,583920.6482513665,53.233,6.846,0.8,Hellum,induced earthquake
2018-08-22,14:36:00,245957.46181767795,599935.5898423241,53.378,6.754,0.5,'t Zandt,induced earthquake
2018-08-13,13:48:37,251930.50511765428,581016.7332610034,53.207,6.838,0.7,Slochteren,induced earthquake
2018-08-09,08:01:55,254266.5055625303,594089.0745365575,53.324,6.877,1.8,Appingedam,induced earthquake
2018-08-08,02:55:29,254137.8578383507,593863.7639103939,53.322,6.875,1.9,Appingedam,induced earthquake
2018-08-06,16:15:23,243510.8376805747,580965.8115917164,53.208,6.712,0.9,Scharmer,induced earthquake
2018-08-06,07:30:37,248109.4946236316,588510.8874481191,53.275,6.783,0.5,Overschild,induced earthquake
2018-08-05,23:35:10,250074.65961640803,586990.9128366535,53.261,6.812,0.3,Hellum,induced earthquake
2018-07-29,08:50:40,248563.480648296,599429.1946044776,53.373,6.793,0.9,'t Zandt,induced earthquake
2018-07-28,03:09:48,244514.1067152664,591670.7330710058,53.304,6.73,0.9,Ten Post,induced earthquake
2018-07-19,21:45:35,243579.6917946404,580855.7646960998,53.207,6.713,0.5,Scharmer,induced earthquake
2018-07-14,08:39:26,245327.71382496844,598031.2058145921,53.361,6.744,0.3,Zeerijp,induced earthquake
2018-07-13,08:05:05,249714.76739468228,574738.8966694394,53.151,6.803,1.1,Sappemeer,induced earthquake
2018-07-11,23:14:34,241578.15431238624,584381.3657558499,53.239,6.684,0.2,Lageland,induced earthquake
2018-07-11,13:52:11,252605.5874158154,587264.3088274518,53.263,6.85,1.1,Siddeburen,induced earthquake
2018-07-07,11:10:40,255918.66713959983,578872.3078421322,53.187,6.897,0.6,Noordbroek,induced earthquake
2018-07-07,03:55:58,255787.32469549417,578758.2363848513,53.186,6.895,1,Noordbroek,induced earthquake
2018-06-27,14:32:52,243318.58902490413,580517.0243906333,53.204,6.709,1.6,Scharmer,induced earthquake
2018-06-21,16:43:35,242609.93210195412,582730.3436356203,53.224,6.699,0.6,Harkstede,induced earthquake
2018-06-14,23:58:21,254349.4252203576,590083.1271278047,53.288,6.877,0.7,Tjuchem,induced earthquake
2018-06-06,19:07:21,238844.93982791968,584110.2951794595,53.237,6.643,0.7,Garmerwolde,induced earthquake
2018-05-21,23:27:49,248694.4024147435,599543.0780151671,53.374,6.795,1.6,'t Zandt,induced earthquake
2018-05-19,13:05:28,255905.17762865432,585885.2840706657,53.25,6.899,0.8,Siddeburen,induced earthquake
2018-05-16,16:54:21,258112.1580962893,588826.5729358728,53.276,6.933,0.7,Meedhuizen,induced earthquake
2018-05-12,16:06:47,246671.86527310527,597388.8131832497,53.355,6.764,0.7,Zeerijp,induced earthquake
2018-05-06,16:39:06,247752.33896898828,589728.4855831208,53.286,6.778,1.6,Garrelsweer,induced earthquake
2018-04-19,09:33:07,253788.21726558296,588179.0602299959,53.271,6.868,0.5,Tjuchem,induced earthquake
2018-04-18,03:24:34,253301.3432447838,592399.3343885649,53.309,6.862,0.1,Appingedam,induced earthquake
2018-04-16,00:57:12,243249.73645064433,580627.0749079237,53.205,6.708,0.6,Scharmer,induced earthquake
2018-04-13,21:31:35,245706.047981424,599151.5683175611,53.371,6.75,2.8,Garsthuizen,induced earthquake
2018-04-10,15:48:30,258752.6614602212,599305.1538403048,53.37,6.946,0.9,Eems-Dollard (nabij Holwierde),induced earthquake
2018-04-08,17:38:40,241438.7647125841,603191.4726410543,53.408,6.687,0.5,Uithuizen,induced earthquake
2018-04-04,03:35:41,245784.03228516557,595034.176707675,53.334,6.75,0.9,Loppersum,induced earthquake
2018-04-01,03:13:08,245151.03906802053,596803.3512159734,53.35,6.741,0.6,Zeerijp,induced earthquake
2018-03-31,06:44:03,241060.02113523227,583481.553962613,53.231,6.676,1.2,Harkstede,induced earthquake
2018-03-27,20:14:58,249269.62019120215,587197.6871329821,53.263,6.8,0.7,Schildwolde,induced earthquake
2018-03-25,15:54:16,239651.222060605,602714.2251401882,53.404,6.66,1.5,Uithuizen,induced earthquake
2018-03-25,14:29:49,246411.1026729583,593598.931158776,53.321,6.759,0.1,Garrelsweer,induced earthquake
2018-03-25,11:09:48,247748.03899276647,589951.0411338045,53.288,6.778,1.6,Garrelsweer,induced earthquake
2018-03-10,04:13:05,253223.30209995335,592954.353592217,53.314,6.861,1.3,Appingedam,induced earthquake
2018-03-09,16:35:08,259307.245178674,582952.162094891,53.223,6.949,0.5,Het Waar,induced earthquake
2018-03-08,12:25:34,259149.28020224223,571705.2280770328,53.122,6.943,0.7,Veendam,induced earthquake
2018-03-01,21:34:26,246467.1196399796,594156.5993510548,53.326,6.76,0.9,Loppersum,induced earthquake
2018-03-01,13:03:37,247550.14035651728,589835.9023870198,53.287,6.775,1.3,Garrelsweer,induced earthquake
2018-02-20,18:28:05,251246.8002759079,578442.6991179676,53.184,6.827,0.4,Noordbroek,induced earthquake
2018-02-18,14:05:18,258195.7763933343,584932.0091827343,53.241,6.933,0.5,Wagenborgen,induced earthquake
2018-02-18,01:26:54,246647.84085798264,595161.9338057605,53.335,6.763,1,Loppersum,induced earthquake
2018-02-17,08:17:30,245388.5786742563,605379.6232656757,53.427,6.747,1,Uithuizermeeden,induced earthquake
2018-02-12,10:44:53,243310.12004700344,599106.782808217,53.371,6.714,0.9,Garsthuizen,induced earthquake
2018-02-11,16:54:57,247870.63592845993,590510.009011925,53.293,6.78,2.2,Garrelsweer,induced earthquake
2018-02-10,09:58:39,243336.3484864603,583188.8884584311,53.228,6.71,1.7,Scharmer,induced earthquake
2018-02-08,15:25:30,245848.53386673535,595146.718772898,53.335,6.751,2,Loppersum,induced earthquake
2018-02-07,20:07:26,246799.60046623595,590712.0426478286,53.295,6.764,0.2,Garrelsweer,induced earthquake
2018-02-05,23:49:59,246579.1060255275,595271.9407453309,53.336,6.762,0.4,Loppersum,induced earthquake
2018-01-31,13:11:04,254015.85703442467,586847.8816589483,53.259,6.871,1.6,Siddeburen,induced earthquake
2018-01-22,15:42:18,255309.17608985328,585650.1620752268,53.248,6.89,0.5,Siddeburen,induced earthquake
2018-01-22,07:23:17,242067.62361798895,583165.7508694978,53.228,6.691,0.9,Harkstede,induced earthquake
2018-01-20,08:19:21,235939.24439390225,582168.2183774383,53.22,6.599,0.9,Groningen,induced earthquake
2018-01-17,04:37:39,235803.7979894567,582277.2515158117,53.221,6.597,1,Groningen,induced earthquake
2018-01-09,15:46:49,245872.9295561564,597373.5920657474,53.355,6.752,0.7,Zeerijp,induced earthquake
2018-01-08,14:00:52,245789.47688019872,598262.5783225822,53.363,6.751,3.4,Zeerijp,induced earthquake
2018-01-01,14:46:51,254818.4988024874,589981.5347200187,53.287,6.884,0.8,Tjuchem,induced earthquake
2017-12-29,23:15:48,246135.0076323194,597601.2126946214,53.357,6.756,1.4,Zeerijp,induced earthquake
2017-12-28,14:00:30,254685.13585370692,589978.7634562713,53.287,6.882,1.3,Tjuchem,induced earthquake
2017-12-25,12:52:27,254751.8173349269,589980.1486250109,53.287,6.883,0.7,Tjuchem,induced earthquake
2017-12-24,17:49:50,251377.4941236747,591915.0095076872,53.305,6.833,0.7,Appingedam,induced earthquake
2017-12-22,20:06:11,245735.55795626197,597593.6301429803,53.357,6.75,0.4,Zeerijp,induced earthquake
2017-12-22,19:40:28,245849.7096980647,598597.684395734,53.366,6.752,1.7,Zeerijp,induced earthquake
2017-12-21,19:38:59,264112.80411889113,583170.112079555,53.224,7.021,1,Oostwold Gem Oldambt,induced earthquake
2017-12-15,20:55:43,248562.80821521924,592638.5396769695,53.312,6.791,0.8,Wirdum,induced earthquake
2017-12-10,16:48:33,246706.47770144104,599059.3015162981,53.37,6.765,2.1,'t Zandt,induced earthquake
2017-12-06,23:28:59,247936.4440998358,600864.1836528013,53.386,6.784,1.8,'t Zandt,induced earthquake
2017-12-06,14:01:24,264169.4767457968,583616.7071931454,53.228,7.022,0.7,Oostwold Gem Oldambt,induced earthquake
2017-12-02,09:09:46,254436.6595086163,592311.40847648,53.308,6.879,0.4,Appingedam,induced earthquake
2017-12-02,09:00:33,254574.57666172623,592091.6207013734,53.306,6.881,1.7,Appingedam,induced earthquake
2017-12-01,21:05:41,246201.58253461795,597602.4796914232,53.357,6.757,1.3,Zeerijp,induced earthquake
2017-12-01,11:33:33,244797.2486055412,597909.9111749897,53.36,6.736,1.7,Zeerijp,induced earthquake
2017-11-30,17:46:24,255293.78990185325,592774.5500576048,53.312,6.892,0.8,Meedhuizen,induced earthquake
2017-11-28,17:33:57,242905.7829902895,602995.5657251843,53.406,6.709,0.9,Uithuizermeeden,induced earthquake
2017-11-25,19:52:31,240519.3300321439,587590.5199421484,53.268,6.669,0.5,Thesinge,induced earthquake
2017-11-22,21:23:58,249688.3760979153,589654.9614368037,53.285,6.807,1.5,Overschild,induced earthquake
2017-11-16,18:37:58,258395.7177019349,588053.3934549208,53.269,6.937,0.7,Wagenborgen,induced earthquake
2017-11-15,02:13:08,238734.90671218815,594237.9686402171,53.328,6.644,0.8,Westerwijtwerd,induced earthquake
2017-11-04,01:02:29,253990.81816665592,594528.6736648119,53.328,6.873,0.6,Appingedam,induced earthquake
2017-11-03,00:12:01,250861.2552967986,577655.7890076662,53.177,6.821,0.8,Sappemeer,induced earthquake
2017-10-29,22:55:28,257195.8240291285,600496.2892636907,53.381,6.923,1.2,Eems-Dollard (nabij Holwierde),induced earthquake
2017-10-17,00:46:30,259109.3041681796,592076.5545259258,53.305,6.949,0.8,Meedhuizen,induced earthquake
2017-10-16,22:59:24,237450.49427158825,587536.8622700791,53.268,6.623,0.5,Zuidwolde,induced earthquake
2017-10-15,13:58:31,239766.99031079916,599933.2983006389,53.379,6.661,1,Kantens,induced earthquake
2017-09-30,17:15:54,244444.60462349188,584656.4738111428,53.241,6.727,1.1,Lageland,induced earthquake
2017-09-27,22:54:48,246588.96905983097,591264.6137403778,53.3,6.761,1.2,Garrelsweer,induced earthquake
2017-09-27,04:18:51,254528.6955177728,591088.7531128625,53.297,6.88,0.6,Tjuchem,induced earthquake
2017-09-24,18:49:22,239343.87745260543,586122.6578679961,53.255,6.651,0.9,Garmerwolde,induced earthquake
2017-09-23,19:36:42,256786.91486121895,585235.9394407102,53.244,6.912,0.9,Wagenborgen,induced earthquake
2017-09-20,05:28:34,251459.8058816956,591137.4091291727,53.298,6.834,1.6,Appingedam,induced earthquake
2017-09-14,00:02:40,245163.6011751884,596135.666247312,53.344,6.741,0.5,Zeerijp,induced earthquake
2017-09-11,02:30:31,250744.28232593523,593572.1628808726,53.32,6.824,0.9,Appingedam,induced earthquake
2017-09-05,22:08:27,254298.85520022904,589302.8188172244,53.281,6.876,1.9,Tjuchem,induced earthquake
2017-09-05,06:09:58,253294.96739604624,595961.575833366,53.341,6.863,1.2,Appingedam,induced earthquake
2017-09-05,05:30:24,253430.44922054827,595853.0315675603,53.34,6.865,1.3,Appingedam,induced earthquake
2017-09-01,20:36:17,240172.18132272753,599606.5337279725,53.376,6.667,1.1,Zandeweer,induced earthquake
2017-08-31,23:33:08,250322.0319571842,577867.719965397,53.179,6.813,0.2,Sappemeer,induced earthquake
2017-08-30,11:25:56,243274.22268470988,579291.7630715903,53.193,6.708,1.5,Scharmer,induced earthquake
2017-08-29,07:40:13,250606.58273464983,593792.0604350816,53.322,6.822,1.8,Appingedam,induced earthquake
2017-08-24,08:56:29,260614.8364941201,590328.2176332496,53.289,6.971,1,Farmsum,induced earthquake
2017-08-22,03:51:25,259258.0964605297,588294.6872748141,53.271,6.95,0.3,Meedhuizen,induced earthquake
2017-08-17,05:38:59,245463.46809309145,604935.7455384581,53.423,6.748,0.8,Uithuizermeeden,induced earthquake
2017-08-16,11:31:46,240708.66404880735,591935.1960060109,53.307,6.673,0.3,Stedum,induced earthquake
2017-08-14,15:02:50,245196.67148732257,597917.4156384827,53.36,6.742,0.3,Zeerijp,induced earthquake
2017-08-14,03:18:59,245182.0031590206,598696.3857514979,53.367,6.742,1.2,Garsthuizen,induced earthquake
2017-08-13,20:26:19,245267.4358348818,597696.1071209533,53.358,6.743,0.5,Zeerijp,induced earthquake
2017-08-10,10:10:29,244726.56201630615,591006.7924921646,53.298,6.733,0.9,Ten Post,induced earthquake
2017-08-07,05:56:42,245420.03484254377,593134.8655729424,53.317,6.744,0.5,Garrelsweer,induced earthquake
2017-07-25,19:04:16,241577.49318289984,595512.9489769583,53.339,6.687,0.4,Westeremden,induced earthquake
2017-07-25,15:00:08,244880.52017224795,597020.9095441448,53.352,6.737,1,Loppersum,induced earthquake
2017-07-22,04:23:18,251220.10982300784,579777.9771186125,53.196,6.827,0.4,Noordbroek,induced earthquake
2017-07-21,01:22:19,239629.9715441737,600153.5112293469,53.381,6.659,1.1,Kantens,induced earthquake
2017-07-16,21:03:20,236631.00778893495,588635.9928377115,53.278,6.611,1.3,Bedum,induced earthquake
2017-07-14,09:38:53,252099.47522426967,582578.6067045638,53.221,6.841,0.6,Schildwolde,induced earthquake
2017-07-14,07:55:29,262165.79386659095,589583.2963226836,53.282,6.994,0.6,Borgsweer,induced earthquake
2017-07-10,08:44:16,245188.72379033983,594800.300457346,53.332,6.741,0.7,Loppersum,induced earthquake
2017-07-07,02:19:36,251389.37168497365,581339.8185082492,53.21,6.83,0.7,Slochteren,induced earthquake
2017-07-05,23:19:02,236701.4930781611,588414.5657386467,53.276,6.612,1,Bedum,induced earthquake
2017-07-03,21:43:58,252676.83127567833,587043.1143756057,53.261,6.851,0.8,Siddeburen,induced earthquake
2017-06-30,17:27:54,245757.03295648913,582343.4370490769,53.22,6.746,0.4,Woudbloem,induced earthquake
2017-06-29,05:18:53,258752.33927864576,574591.0004559983,53.148,6.938,0.3,Meeden,induced earthquake
2017-06-29,02:13:30,244089.36115819553,592998.6455226152,53.316,6.724,0.7,Stedum,induced earthquake
2017-06-19,15:06:03,258567.0409704824,589392.9901907513,53.281,6.94,1,Meedhuizen,induced earthquake
2017-06-07,00:26:10,240657.41475644815,583585.6786080134,53.232,6.67,1.2,Harkstede,induced earthquake
2017-06-06,15:16:04,245189.0437773933,591238.0984852995,53.3,6.74,0.7,Ten Post,induced earthquake
2017-06-06,13:04:53,253459.247255305,587949.6607468976,53.269,6.863,1,Siddeburen,induced earthquake
2017-06-01,21:04:40,245669.8592722708,572768.795968855,53.134,6.742,0.7,Kropswolde,induced earthquake
2017-05-30,03:44:28,245575.32579712945,606051.1010394028,53.433,6.75,1.4,Uithuizermeeden,induced earthquake
2017-05-27,15:29:00,251654.34093405,581456.4526009216,53.211,6.834,2.6,Slochteren,induced earthquake
2017-05-25,22:08:58,246310.33336433035,581352.0668877193,53.211,6.754,0.4,Froombosch,induced earthquake
2017-05-20,18:25:44,256131.0218578081,591010.9275083051,53.296,6.904,0.4,Meedhuizen,induced earthquake
2017-05-20,02:40:52,256466.7106712847,590906.6882761326,53.295,6.909,1.1,Meedhuizen,induced earthquake
2017-05-17,07:12:33,251513.04111059752,591806.4120030452,53.304,6.835,0.9,Appingedam,induced earthquake
2017-05-16,01:31:25,249555.00491690123,589652.3327320799,53.285,6.805,1.7,Overschild,induced earthquake
2017-05-15,23:34:56,235788.2531448225,587174.6810748507,53.265,6.598,1.2,Zuidwolde,induced earthquake
2017-05-14,09:43:21,238551.7481139101,600913.798083822,53.388,6.643,1.4,Rottum,induced earthquake
2017-05-12,21:16:03,244162.2052540545,592666.0440061634,53.313,6.725,0.3,Stedum,induced earthquake
